policy,static_hit,static_bytes_pct,static_latency_ms,dyn_hit,dyn_bytes_pct,dyn_latency_ms
KDE,0.1961961961961962,0.17459621553415797,41.56156156156156,0.20540540540540542,0.1869746174384784,41.21521521521522
LSTM,0.1962962962962963,0.17459848942104048,41.55805805805806,0.2062062062062062,0.18720599540196137,41.17717717717718
